award_name,award_url,award_category,year,winner,notes,table_index,row_index,raw_cells
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","G","88","Name: Gao Yufeng; Height: 1.86 m (6 ft 1 in)","9","17","[""G"",""88"","""",""Gao Yufeng"",""1.86 m (6 ft 1 in)"","""","""",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","F","1","Name: Omari Peek-Green; Ht.: 1.98 m (6 ft 6 in); Wt.: 95 kg (209 lb); DOB (YYYY-MM-DD): 26 – (2000-04-19)19 April 2000; From: Delaware State","12","1","[""F"",""1"","""",""Omari Peek-Green"",""1.98 m (6 ft 6 in)"",""95 kg (209 lb)"",""26 – (2000-04-19)19 April 2000"",""Delaware State""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","PG","2","Name: Damian Chongqui; Ht.: 1.72 m (5 ft 8 in); Wt.: 70 kg (154 lb); DOB (YYYY-MM-DD): 27 – (1998-07-09)9 July 1998; From: Purdue Fort Wayne","12","2","[""PG"",""2"","""",""Damian Chongqui"",""1.72 m (5 ft 8 in)"",""70 kg (154 lb)"",""27 – (1998-07-09)9 July 1998"",""Purdue Fort Wayne""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","SG","5","Name: Liu Weiyi; Ht.: 1.88 m (6 ft 2 in); Wt.: 77 kg (170 lb); DOB (YYYY-MM-DD): 21 – (2004-12-16)16 December 2004","12","3","[""SG"",""5"","""",""Liu Weiyi"",""1.88 m (6 ft 2 in)"",""77 kg (170 lb)"",""21 – (2004-12-16)16 December 2004"",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","F","6","Name: Torrence Watson; Ht.: 1.96 m (6 ft 5 in); Wt.: 95 kg (209 lb); DOB (YYYY-MM-DD): 26 – (1999-11-08)8 November 1999","12","4","[""F"",""6"","""",""Torrence Watson"",""1.96 m (6 ft 5 in)"",""95 kg (209 lb)"",""26 – (1999-11-08)8 November 1999"",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","PG","7","Name: Ye Runfeng; Ht.: 1.80 m (5 ft 11 in); Wt.: 68 kg (150 lb); DOB (YYYY-MM-DD): 21 – (2004-08-18)18 August 2004; From: Huaqiao University","12","5","[""PG"",""7"","""",""Ye Runfeng"",""1.80 m (5 ft 11 in)"",""68 kg (150 lb)"",""21 – (2004-08-18)18 August 2004"",""Huaqiao University""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","G","10","Name: Phoenix Shackelford; Ht.: 1.92 m (6 ft 4 in); Wt.: 91 kg (201 lb); DOB (YYYY-MM-DD): 27 – (1999-04-19)19 April 1999; From: Cal Poly","12","6","[""G"",""10"","""",""Phoenix Shackelford"",""1.92 m (6 ft 4 in)"",""91 kg (201 lb)"",""27 – (1999-04-19)19 April 1999"",""Cal Poly""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","SG","13","Name: Xu Siyang; Ht.: 1.92 m (6 ft 4 in); Wt.: 87 kg (192 lb); DOB (YYYY-MM-DD): 20 – (2006-03-01)1 March 2006","12","7","[""SG"",""13"","""",""Xu Siyang"",""1.92 m (6 ft 4 in)"",""87 kg (192 lb)"",""20 – (2006-03-01)1 March 2006"",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","PF","15","Name: Jalon Demarco Miller; Ht.: 2.06 m (6 ft 9 in); Wt.: 108 kg (238 lb); DOB (YYYY-MM-DD): 30 – (1996-01-12)12 January 1996; From: TCU","12","8","[""PF"",""15"","""",""Jalon Demarco Miller"",""2.06 m (6 ft 9 in)"",""108 kg (238 lb)"",""30 – (1996-01-12)12 January 1996"",""TCU""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","C","21","Name: Guo Yuchen; Ht.: 2.05 m (6 ft 9 in); Wt.: 108 kg (238 lb); DOB (YYYY-MM-DD): 22 – (2004-04-09)9 April 2004; From: Huaqiao University","12","9","[""C"",""21"","""",""Guo Yuchen"",""2.05 m (6 ft 9 in)"",""108 kg (238 lb)"",""22 – (2004-04-09)9 April 2004"",""Huaqiao University""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","SF","33","Name: Cao Guoliang; Ht.: 1.98 m (6 ft 6 in); Wt.: 80 kg (176 lb); DOB (YYYY-MM-DD): 21 – (2004-08-17)17 August 2004","12","10","[""SF"",""33"","""",""Cao Guoliang"",""1.98 m (6 ft 6 in)"",""80 kg (176 lb)"",""21 – (2004-08-17)17 August 2004"",""""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","SF","48","Name: Lao Chon Pong; Ht.: 1.93 m (6 ft 4 in); Wt.: 86 kg (190 lb); DOB (YYYY-MM-DD): 30 – (1995-12-01)1 December 1995; From: Macau Polytechnic Institute","12","11","[""SF"",""48"","""",""Lao Chon Pong"",""1.93 m (6 ft 4 in)"",""86 kg (190 lb)"",""30 – (1995-12-01)1 December 1995"",""Macau Polytechnic Institute""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","2017–18","ASEAN Basketball League","team: Chong Son Kung Fu; Regular season: 15; Regular season: 5; Regular season: .750; Regular season: 1st; Post season: 0; Post season: 2; Post season: .000; Post season: Lost in semi-finals to Mono Vampire; column_12: Lost in semi-finals to Mono Vampire; column_13: Lost in semi-finals to Mono Vampire; column_14: Lost in semi-finals to Mono Vampire","13","2","[""2017–18"",""ASEAN Basketball League"",""Chong Son Kung Fu"",""15"",""5"","".750"",""1st"",""0"",""2"","".000"",""Lost in semi-finals to Mono Vampire"",""Lost in semi-finals to Mono Vampire"",""Lost in semi-finals to Mono Vampire"",""Lost in semi-finals to Mono Vampire""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","2018–19","ASEAN Basketball League","team: Macau Black Bears; Regular season: 14; Regular season: 12; Regular season: .538; Regular season: 6th; Post season: 1; Post season: 2; Post season: .333; Post season: Lost in quarter-finals to Singapore Slingers; column_12: Lost in quarter-finals to Singapore Slingers; column_13: Lost in quarter-finals to Singapore Slingers; column_14: Lost in quarter-finals to Singapore Slingers; column_15: Lost in quarter-finals to Singapore Slingers","13","3","[""2018–19"",""ASEAN Basketball League"",""Macau Black Bears"",""14"",""12"","".538"",""6th"",""1"",""2"","".333"",""Lost in quarter-finals to Singapore Slingers"",""Lost in quarter-finals to Singapore Slingers"",""Lost in quarter-finals to Singapore Slingers"",""Lost in quarter-finals to Singapore Slingers"",""Lost in quarter-finals to Singapore Slingers""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","2019–20","ASEAN Basketball League","team: Macau Black Bears; Regular season: 7; Regular season: 7; Regular season: .500; Regular season: 6th; Post season: Cancelled due to COVID-19 pandemic in Asia; Post season: Cancelled due to COVID-19 pandemic in Asia; Post season: Cancelled due to COVID-19 pandemic in Asia; Post season: Cancelled due to COVID-19 pandemic in Asia","13","4","[""2019–20"",""ASEAN Basketball League"",""Macau Black Bears"",""7"",""7"","".500"",""6th"",""Cancelled due to COVID-19 pandemic in Asia"",""Cancelled due to COVID-19 pandemic in Asia"",""Cancelled due to COVID-19 pandemic in Asia"",""Cancelled due to COVID-19 pandemic in Asia""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","2023","ASEAN Basketball League","team: Macau Black Bears; Regular season: 7; Regular season: 7; Regular season: .500; Regular season: 5th; Post season: Did not qualify; Post season: Did not qualify; Post season: Did not qualify; Post season: Did not qualify","13","5","[""2023"",""ASEAN Basketball League"",""Macau Black Bears"",""7"",""7"","".500"",""5th"",""Did not qualify"",""Did not qualify"",""Did not qualify"",""Did not qualify""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","2024–25","East Asia Super League","team: Macau Black Bears; Regular season: 3; Regular season: 3; Regular season: .500; Regular season: 3rd in Group B; Post season: Did not qualify; Post season: Did not qualify; Post season: Did not qualify; Post season: Did not qualify","13","6","[""2024–25"",""East Asia Super League"",""Macau Black Bears"",""3"",""3"","".500"",""3rd in Group B"",""Did not qualify"",""Did not qualify"",""Did not qualify"",""Did not qualify""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","2025–26","East Asia Super League","team: Macau Black Bears; Regular season: 0; Regular season: 6; Regular season: .000; Regular season: 4th in Group B; Post season: Did not qualify; Post season: Did not qualify; Post season: Did not qualify; Post season: Did not qualify","13","7","[""2025–26"",""East Asia Super League"",""Macau Black Bears"",""0"",""6"","".000"",""4th in Group B"",""Did not qualify"",""Did not qualify"",""Did not qualify"",""Did not qualify""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","2025–26(Commissioner's)","Philippine Basketball Association","team: Macau Black Knights; Regular season: 3; Regular season: 9; Regular season: .250; Regular season: 11th; Post season: Did not qualify; Post season: Did not qualify; Post season: Did not qualify; Post season: Did not qualify; column_12: Did not qualify","13","8","[""2025–26(Commissioner's)"",""Philippine Basketball Association"",""Macau Black Knights"",""3"",""9"","".250"",""11th"",""Did not qualify"",""Did not qualify"",""Did not qualify"",""Did not qualify"",""Did not qualify""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","2026–27","Hong Kong Japan Alvark Tokyo Nagasaki Velca Ryukyu Golden Kings Macau Mongolia Ulaanbaatar Xac Broncos Philippines South Korea Busan KCC Egis Goyang Sono Skygunners Taiwan Taipei Fubon Braves Taoyuan Pauian Pilots TSG GhostHawks","team: 2026–27","14","1","[""2026–27"",""Hong Kong Japan Alvark Tokyo Nagasaki Velca Ryukyu Golden Kings Macau Mongolia Ulaanbaatar Xac Broncos Philippines South Korea Busan KCC Egis Goyang Sono Skygunners Taiwan Taipei Fubon Braves Taoyuan Pauian Pilots TSG GhostHawks""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Former","Hong Kong Hong Kong Eastern Japan Chiba Jets Hiroshima Dragonflies Utsunomiya Brex Macau Macau Black Bears Philippines Meralco Bolts San Miguel Beermen TNT Tropang Giga South Korea Anyang Jung Kwan Jang Red Boosters Changwon LG Sakers Seoul SK Knights Suwon KT Sonicboom Taiwan New Taipei Kings","team: Former","14","2","[""Former"",""Hong Kong Hong Kong Eastern Japan Chiba Jets Hiroshima Dragonflies Utsunomiya Brex Macau Macau Black Bears Philippines Meralco Bolts San Miguel Beermen TNT Tropang Giga South Korea Anyang Jung Kwan Jang Red Boosters Changwon LG Sakers Seoul SK Knights Suwon KT Sonicboom Taiwan New Taipei Kings""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Others","Basketball Champions League Asia","team: Others","14","5","[""Others"",""Basketball Champions League Asia""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Former","Hong Kong Hong Kong Eastern Japan Chiba Jets Hiroshima Dragonflies Utsunomiya Brex Macau Macau Black Bears Philippines Meralco Bolts San Miguel Beermen TNT Tropang Giga South Korea Anyang Jung Kwan Jang Red Boosters Changwon LG Sakers Seoul SK Knights Suwon KT Sonicboom Taiwan New Taipei Kings","","15","1","[""Former"",""Hong Kong Hong Kong Eastern Japan Chiba Jets Hiroshima Dragonflies Utsunomiya Brex Macau Macau Black Bears Philippines Meralco Bolts San Miguel Beermen TNT Tropang Giga South Korea Anyang Jung Kwan Jang Red Boosters Changwon LG Sakers Seoul SK Knights Suwon KT Sonicboom Taiwan New Taipei Kings""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Guest team/s","Macau Black Knights (Commissioner's Cup)","","16","3","[""Guest team/s"",""Macau Black Knights (Commissioner's Cup)""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Succession","2024–25 Seasons 2025 Philippine Cup 2024–25 Commissioner's Cup 2024 Governors' Cup","column_3: 2024–25 Seasons; column_4: 2025 Philippine Cup; column_5: 2024–25 Commissioner's Cup; column_6: 2024 Governors' Cup","16","4","[""Succession"",""2024–25 Seasons 2025 Philippine Cup 2024–25 Commissioner's Cup 2024 Governors' Cup"",""2024–25 Seasons"",""2025 Philippine Cup"",""2024–25 Commissioner's Cup"",""2024 Governors' Cup""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Playoffs","2010 2011 2012 2013 2014 2016 2017 2018 2019 2020 2021 2023","team: Playoffs","18","2","[""Playoffs"",""2010 2011 2012 2013 2014 2016 2017 2018 2019 2020 2021 2023""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Finals","2010 2011 2012 2013 2014 2016 2017 2018 2019 2020 2021 2023","team: Finals","18","3","[""Finals"",""2010 2011 2012 2013 2014 2016 2017 2018 2019 2020 2021 2023""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Leadership","Zhong Naixiong Xiao Yang","","19","2","[""Leadership"",""Zhong Naixiong Xiao Yang""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Subsidiaries","SportsBasketball Guangzhou Loong Lions (CBA) Hong Kong Eastern Long Lions (HKA1 & ABL) Macau Black Bears (ABL) Football Hong Kong Eastern Long Lions (HKPL & AFC) FC Sochaux-Montbéliard (LFP-L2) Esports Guangzhou Charge (OWL) Ultra Prime Academy (OWC) Ultra Prime (LPL) Arenas GBA Center Tianhe Gymnasium","column_3: Sports; column_4: Basketball Guangzhou Loong Lions (CBA) Hong Kong Eastern Long Lions (HKA1 & ABL) Macau Black Bears (ABL) Football Hong Kong Eastern Long Lions (HKPL & AFC) FC Sochaux-Montbéliard (LFP-L2) Esports Guangzhou Charge (OWL) Ultra Prime Academy (OWC) Ultra Prime (LPL) Arenas GBA Center Tianhe Gymnasium; column_5: Basketball; column_6: Guangzhou Loong Lions (CBA) Hong Kong Eastern Long Lions (HKA1 & ABL) Macau Black Bears (ABL); column_7: Football; column_8: Hong Kong Eastern Long Lions (HKPL & AFC) FC Sochaux-Montbéliard (LFP-L2); column_9: Esports; column_10: Guangzhou Charge (OWL) Ultra Prime Academy (OWC) Ultra Prime (LPL); column_11: Arenas; column_12: GBA Center Tianhe Gymnasium","19","3","[""Subsidiaries"",""SportsBasketball Guangzhou Loong Lions (CBA) Hong Kong Eastern Long Lions (HKA1 & ABL) Macau Black Bears (ABL) Football Hong Kong Eastern Long Lions (HKPL & AFC) FC Sochaux-Montbéliard (LFP-L2) Esports Guangzhou Charge (OWL) Ultra Prime Academy (OWC) Ultra Prime (LPL) Arenas GBA Center Tianhe Gymnasium"",""Sports"",""Basketball Guangzhou Loong Lions (CBA) Hong Kong Eastern Long Lions (HKA1 & ABL) Macau Black Bears (ABL) Football Hong Kong Eastern Long Lions (HKPL & AFC) FC Sochaux-Montbéliard (LFP-L2) Esports Guangzhou Charge (OWL) Ultra Prime Academy (OWC) Ultra Prime (LPL) Arenas GBA Center Tianhe Gymnasium"",""Basketball"",""Guangzhou Loong Lions (CBA) Hong Kong Eastern Long Lions (HKA1 & ABL) Macau Black Bears (ABL)"",""Football"",""Hong Kong Eastern Long Lions (HKPL & AFC) FC Sochaux-Montbéliard (LFP-L2)"",""Esports"",""Guangzhou Charge (OWL) Ultra Prime Academy (OWC) Ultra Prime (LPL)"",""Arenas"",""GBA Center Tianhe Gymnasium""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Sports","Basketball Guangzhou Loong Lions (CBA) Hong Kong Eastern Long Lions (HKA1 & ABL) Macau Black Bears (ABL) Football Hong Kong Eastern Long Lions (HKPL & AFC) FC Sochaux-Montbéliard (LFP-L2) Esports Guangzhou Charge (OWL) Ultra Prime Academy (OWC) Ultra Prime (LPL) Arenas GBA Center Tianhe Gymnasium","column_3: Basketball; column_4: Guangzhou Loong Lions (CBA) Hong Kong Eastern Long Lions (HKA1 & ABL) Macau Black Bears (ABL); column_5: Football; column_6: Hong Kong Eastern Long Lions (HKPL & AFC) FC Sochaux-Montbéliard (LFP-L2); column_7: Esports; column_8: Guangzhou Charge (OWL) Ultra Prime Academy (OWC) Ultra Prime (LPL); column_9: Arenas; column_10: GBA Center Tianhe Gymnasium","19","4","[""Sports"",""Basketball Guangzhou Loong Lions (CBA) Hong Kong Eastern Long Lions (HKA1 & ABL) Macau Black Bears (ABL) Football Hong Kong Eastern Long Lions (HKPL & AFC) FC Sochaux-Montbéliard (LFP-L2) Esports Guangzhou Charge (OWL) Ultra Prime Academy (OWC) Ultra Prime (LPL) Arenas GBA Center Tianhe Gymnasium"",""Basketball"",""Guangzhou Loong Lions (CBA) Hong Kong Eastern Long Lions (HKA1 & ABL) Macau Black Bears (ABL)"",""Football"",""Hong Kong Eastern Long Lions (HKPL & AFC) FC Sochaux-Montbéliard (LFP-L2)"",""Esports"",""Guangzhou Charge (OWL) Ultra Prime Academy (OWC) Ultra Prime (LPL)"",""Arenas"",""GBA Center Tianhe Gymnasium""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Basketball","Guangzhou Loong Lions (CBA) Hong Kong Eastern Long Lions (HKA1 & ABL) Macau Black Bears (ABL)","","19","5","[""Basketball"",""Guangzhou Loong Lions (CBA) Hong Kong Eastern Long Lions (HKA1 & ABL) Macau Black Bears (ABL)""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Football","Hong Kong Eastern Long Lions (HKPL & AFC) FC Sochaux-Montbéliard (LFP-L2)","","19","6","[""Football"",""Hong Kong Eastern Long Lions (HKPL & AFC) FC Sochaux-Montbéliard (LFP-L2)""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Esports","Guangzhou Charge (OWL) Ultra Prime Academy (OWC) Ultra Prime (LPL)","","19","7","[""Esports"",""Guangzhou Charge (OWL) Ultra Prime Academy (OWC) Ultra Prime (LPL)""]"
"Macau Black Knights","https://en.wikipedia.org/wiki/Macau_Black_Knights","References","Arenas","GBA Center Tianhe Gymnasium","","19","8","[""Arenas"",""GBA Center Tianhe Gymnasium""]"
"Meralco Bolts","https://en.wikipedia.org/wiki/Meralco_Bolts","References","Founded","2010","","2","2","[""Founded"",""2010""]"
"Meralco Bolts","https://en.wikipedia.org/wiki/Meralco_Bolts","References","History","Meralco Bolts (2010–present)","","2","3","[""History"",""Meralco Bolts (2010–present)""]"
"Meralco Bolts","https://en.wikipedia.org/wiki/Meralco_Bolts","References","Team colors","Black, blue, orange, navy blue, white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}","","2","4","[""Team colors"",""Black, blue, orange, navy blue, white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}""]"
